image,condition,purifier,band_lo,band_hi,rho,systematic_bias,inst_mag,surv_mag
task_obj_swap_rand_mask_417469,ours_ph_q,blur2,0.7,0.85,0.70367,-0.00723,0.53302,0.40377
task_obj_swap_rand_mask_417469,ours_ph_q,blur2,0.85,1.05,0.52259,0.00233,0.74738,0.62896
task_obj_swap_rand_mask_417469,ours_ph_q,crop_resize0.1,0.0,0.12,0.99847,0.00025,0.00694,0.01305
task_obj_swap_rand_mask_417469,ours_ph_q,crop_resize0.1,0.12,0.25,0.82649,0.00799,0.13858,0.37299
task_obj_swap_rand_mask_417469,ours_ph_q,crop_resize0.1,0.25,0.4,0.70296,0.00143,0.21908,0.5489
task_obj_swap_rand_mask_417469,ours_ph_q,crop_resize0.1,0.4,0.55,0.53815,-0.0089,0.27128,0.78573
task_obj_swap_rand_mask_417469,ours_ph_q,crop_resize0.1,0.55,0.7,0.3735,-0.00508,0.37216,1.00469
task_obj_swap_rand_mask_417469,ours_ph_q,crop_resize0.1,0.7,0.85,0.24278,0.00091,0.53302,1.16833
task_obj_swap_rand_mask_417469,ours_ph_q,crop_resize0.1,0.85,1.05,0.17252,-0.00455,0.74738,1.22341
task_obj_swap_rand_mask_417469,ours_ph_q,crop_resize0.15,0.0,0.12,0.99851,0.00012,0.00694,0.01475
task_obj_swap_rand_mask_417469,ours_ph_q,crop_resize0.15,0.12,0.25,0.80473,0.00789,0.13858,0.41144
task_obj_swap_rand_mask_417469,ours_ph_q,crop_resize0.15,0.25,0.4,0.66183,-0.00158,0.21908,0.61452
task_obj_swap_rand_mask_417469,ours_ph_q,crop_resize0.15,0.4,0.55,0.45116,0.00671,0.27128,0.91963
task_obj_swap_rand_mask_417469,ours_ph_q,crop_resize0.15,0.55,0.7,0.27506,-0.01693,0.37216,1.15615
task_obj_swap_rand_mask_417469,ours_ph_q,crop_resize0.15,0.7,0.85,0.1881,-0.00611,0.53302,1.25952
task_obj_swap_rand_mask_417469,ours_ph_q,crop_resize0.15,0.85,1.05,0.15093,-0.00231,0.74738,1.25358
task_attr_mod_color_11699,ours_ph_n,identity,0.0,0.12,1.0,0.0,0.00128,0.00128
task_attr_mod_color_11699,ours_ph_n,identity,0.12,0.25,1.0,0.0,0.06733,0.06733
task_attr_mod_color_11699,ours_ph_n,identity,0.25,0.4,1.0,0.0,0.108,0.108
task_attr_mod_color_11699,ours_ph_n,identity,0.4,0.55,1.0,0.0,0.17544,0.17544
task_attr_mod_color_11699,ours_ph_n,identity,0.55,0.7,1.0,0.0,0.28621,0.28621
task_attr_mod_color_11699,ours_ph_n,identity,0.7,0.85,1.0,0.0,0.42385,0.42385
task_attr_mod_color_11699,ours_ph_n,identity,0.85,1.05,1.0,0.0,0.5579,0.5579
task_attr_mod_color_11699,ours_ph_n,jpeg75,0.0,0.12,0.99999,-0.0,0.00128,0.00203
task_attr_mod_color_11699,ours_ph_n,jpeg75,0.12,0.25,0.99098,6e-05,0.06733,0.08557
task_attr_mod_color_11699,ours_ph_n,jpeg75,0.25,0.4,0.97134,4e-05,0.108,0.14889
task_attr_mod_color_11699,ours_ph_n,jpeg75,0.4,0.55,0.92095,-7e-05,0.17544,0.27147
task_attr_mod_color_11699,ours_ph_n,jpeg75,0.55,0.7,0.82916,-0.00164,0.28621,0.46232
task_attr_mod_color_11699,ours_ph_n,jpeg75,0.7,0.85,0.67999,-0.00657,0.42385,0.71461
task_attr_mod_color_11699,ours_ph_n,jpeg75,0.85,1.05,0.47466,0.0011,0.5579,0.98459
task_attr_mod_color_11699,ours_ph_n,jpeg50,0.0,0.12,0.99999,-1e-05,0.00128,0.00251
task_attr_mod_color_11699,ours_ph_n,jpeg50,0.12,0.25,0.98655,0.00016,0.06733,0.09486
task_attr_mod_color_11699,ours_ph_n,jpeg50,0.25,0.4,0.96207,0.00013,0.108,0.16718
task_attr_mod_color_11699,ours_ph_n,jpeg50,0.4,0.55,0.89268,0.00118,0.17544,0.31166
task_attr_mod_color_11699,ours_ph_n,jpeg50,0.55,0.7,0.76559,0.00108,0.28621,0.52054
task_attr_mod_color_11699,ours_ph_n,jpeg50,0.7,0.85,0.57554,0.00464,0.42385,0.7745
task_attr_mod_color_11699,ours_ph_n,jpeg50,0.85,1.05,0.38757,-0.01466,0.5579,0.96406
task_attr_mod_color_11699,ours_ph_n,jpeg30,0.0,0.12,0.99997,-0.0,0.00128,0.00273
task_attr_mod_color_11699,ours_ph_n,jpeg30,0.12,0.25,0.98569,0.0005,0.06733,0.09931
task_attr_mod_color_11699,ours_ph_n,jpeg30,0.25,0.4,0.95569,0.0005,0.108,0.18079
task_attr_mod_color_11699,ours_ph_n,jpeg30,0.4,0.55,0.87224,0.00197,0.17544,0.33645
task_attr_mod_color_11699,ours_ph_n,jpeg30,0.55,0.7,0.72948,-0.00057,0.28621,0.53913
task_attr_mod_color_11699,ours_ph_n,jpeg30,0.7,0.85,0.55034,-0.0084,0.42385,0.73334
task_attr_mod_color_11699,ours_ph_n,jpeg30,0.85,1.05,0.43349,-0.00143,0.5579,0.81278
task_attr_mod_color_11699,ours_ph_n,blur1,0.0,0.12,1.0,-0.0,0.00128,0.00121
task_attr_mod_color_11699,ours_ph_n,blur1,0.12,0.25,0.99957,-6e-05,0.06733,0.0658
task_attr_mod_color_11699,ours_ph_n,blur1,0.25,0.4,0.99756,0.00011,0.108,0.10678
task_attr_mod_color_11699,ours_ph_n,blur1,0.4,0.55,0.99129,0.00018,0.17544,0.17033
task_attr_mod_color_11699,ours_ph_n,blur1,0.55,0.7,0.97457,-4e-05,0.28621,0.27496
task_attr_mod_color_11699,ours_ph_n,blur1,0.7,0.85,0.9466,-0.00072,0.42385,0.41161
task_attr_mod_color_11699,ours_ph_n,blur1,0.85,1.05,0.9216,-0.00054,0.5579,0.55118
task_attr_mod_color_11699,ours_ph_n,blur2,0.0,0.12,0.99999,-1e-05,0.00128,0.00103
task_attr_mod_color_11699,ours_ph_n,blur2,0.12,0.25,0.99726,-0.00033,0.06733,0.06322
task_attr_mod_color_11699,ours_ph_n,blur2,0.25,0.4,0.98542,-0.00012,0.108,0.10831
task_attr_mod_color_11699,ours_ph_n,blur2,0.4,0.55,0.95218,0.0011,0.17544,0.16436
task_attr_mod_color_11699,ours_ph_n,blur2,0.55,0.7,0.87899,0.00422,0.28621,0.20362
task_attr_mod_color_11699,ours_ph_n,blur2,0.7,0.85,0.76868,0.0005,0.42385,0.31384
task_attr_mod_color_11699,ours_ph_n,blur2,0.85,1.05,0.61908,-0.00097,0.5579,0.52516
task_attr_mod_color_11699,ours_ph_n,crop_resize0.1,0.0,0.12,0.99989,-0.0001,0.00128,0.00284
task_attr_mod_color_11699,ours_ph_n,crop_resize0.1,0.12,0.25,0.95855,-0.00356,0.06733,0.14847
task_attr_mod_color_11699,ours_ph_n,crop_resize0.1,0.25,0.4,0.9016,-0.00562,0.108,0.25752
task_attr_mod_color_11699,ours_ph_n,crop_resize0.1,0.4,0.55,0.77324,-0.00346,0.17544,0.46103
task_attr_mod_color_11699,ours_ph_n,crop_resize0.1,0.55,0.7,0.6366,0.00174,0.28621,0.6314
task_attr_mod_color_11699,ours_ph_n,crop_resize0.1,0.7,0.85,0.50103,-0.00603,0.42385,0.77847
task_attr_mod_color_11699,ours_ph_n,crop_resize0.1,0.85,1.05,0.41606,-0.01244,0.5579,0.85187
task_attr_mod_color_11699,ours_ph_n,crop_resize0.15,0.0,0.12,0.99975,-0.00013,0.00128,0.00472
task_attr_mod_color_11699,ours_ph_n,crop_resize0.15,0.12,0.25,0.94317,-0.00194,0.06733,0.18517
task_attr_mod_color_11699,ours_ph_n,crop_resize0.15,0.25,0.4,0.85835,-0.00955,0.108,0.33917
task_attr_mod_color_11699,ours_ph_n,crop_resize0.15,0.4,0.55,0.7014,-0.00413,0.17544,0.57881
task_attr_mod_color_11699,ours_ph_n,crop_resize0.15,0.55,0.7,0.57818,0.00255,0.28621,0.72216
task_attr_mod_color_11699,ours_ph_n,crop_resize0.15,0.7,0.85,0.46744,-0.00835,0.42385,0.83306
task_attr_mod_color_11699,ours_ph_n,crop_resize0.15,0.85,1.05,0.41037,-0.009,0.5579,0.85585
task_attr_mod_color_136767,ours_ph_n,identity,0.0,0.12,1.0,0.0,0.00229,0.00229
task_attr_mod_color_136767,ours_ph_n,identity,0.12,0.25,1.0,0.0,0.07151,0.07151
task_attr_mod_color_136767,ours_ph_n,identity,0.25,0.4,1.0,0.0,0.12169,0.12169
task_attr_mod_color_136767,ours_ph_n,identity,0.4,0.55,1.0,0.0,0.18722,0.18722
task_attr_mod_color_136767,ours_ph_n,identity,0.55,0.7,1.0,0.0,0.29708,0.29708
task_attr_mod_color_136767,ours_ph_n,identity,0.7,0.85,1.0,0.0,0.44663,0.44663
task_attr_mod_color_136767,ours_ph_n,identity,0.85,1.05,1.0,0.0,0.61752,0.61752
task_attr_mod_color_136767,ours_ph_n,jpeg75,0.0,0.12,0.99996,0.0,0.00229,0.00339
task_attr_mod_color_136767,ours_ph_n,jpeg75,0.12,0.25,0.99089,-0.00025,0.07151,0.08692
task_attr_mod_color_136767,ours_ph_n,jpeg75,0.25,0.4,0.9736,0.00056,0.12169,0.15982
task_attr_mod_color_136767,ours_ph_n,jpeg75,0.4,0.55,0.93015,0.00124,0.18722,0.2748
task_attr_mod_color_136767,ours_ph_n,jpeg75,0.55,0.7,0.82599,0.00232,0.29708,0.47489
task_attr_mod_color_136767,ours_ph_n,jpeg75,0.7,0.85,0.65438,0.00112,0.44663,0.73497
task_attr_mod_color_136767,ours_ph_n,jpeg75,0.85,1.05,0.43861,0.01065,0.61752,0.99466
task_attr_mod_color_136767,ours_ph_n,jpeg50,0.0,0.12,0.9999,-0.0,0.00229,0.00401
task_attr_mod_color_136767,ours_ph_n,jpeg50,0.12,0.25,0.98638,-7e-05,0.07151,0.0956
task_attr_mod_color_136767,ours_ph_n,jpeg50,0.25,0.4,0.95699,-0.00064,0.12169,0.18835
task_attr_mod_color_136767,ours_ph_n,jpeg50,0.4,0.55,0.88495,0.003,0.18722,0.33431
task_attr_mod_color_136767,ours_ph_n,jpeg50,0.55,0.7,0.7394,0.00245,0.29708,0.5553
task_attr_mod_color_136767,ours_ph_n,jpeg50,0.7,0.85,0.54893,-0.0016,0.44663,0.7824
task_attr_mod_color_136767,ours_ph_n,jpeg50,0.85,1.05,0.37384,0.01605,0.61752,0.94062
task_attr_mod_color_136767,ours_ph_n,jpeg30,0.0,0.12,0.99986,0.0,0.00229,0.00449
task_attr_mod_color_136767,ours_ph_n,jpeg30,0.12,0.25,0.98305,0.00075,0.07151,0.10405
task_attr_mod_color_136767,ours_ph_n,jpeg30,0.25,0.4,0.94286,-0.00038,0.12169,0.21209
task_attr_mod_color_136767,ours_ph_n,jpeg30,0.4,0.55,0.85433,0.00086,0.18722,0.36812
task_attr_mod_color_136767,ours_ph_n,jpeg30,0.55,0.7,0.70034,-0.00723,0.29708,0.57215
task_attr_mod_color_136767,ours_ph_n,jpeg30,0.7,0.85,0.53476,0.00124,0.44663,0.7473
task_attr_mod_color_136767,ours_ph_n,jpeg30,0.85,1.05,0.41232,0.00434,0.61752,0.82215
task_attr_mod_color_136767,ours_ph_n,blur1,0.0,0.12,1.0,0.0,0.00229,0.00218
task_attr_mod_color_136767,ours_ph_n,blur1,0.12,0.25,0.99947,-5e-05,0.07151,0.06926
task_attr_mod_color_136767,ours_ph_n,blur1,0.25,0.4,0.99695,9e-05,0.12169,0.11966
task_attr_mod_color_136767,ours_ph_n,blur1,0.4,0.55,0.98979,0.00024,0.18722,0.18151
task_attr_mod_color_136767,ours_ph_n,blur1,0.55,0.7,0.97228,0.00016,0.29708,0.28537
task_attr_mod_color_136767,ours_ph_n,blur1,0.7,0.85,0.943,0.00025,0.44663,0.43167
task_attr_mod_color_136767,ours_ph_n,blur1,0.85,1.05,0.91377,4e-05,0.61752,0.60448
task_attr_mod_color_136767,ours_ph_n,blur2,0.0,0.12,0.99999,1e-05,0.00229,0.00188
task_attr_mod_color_136767,ours_ph_n,blur2,0.12,0.25,0.99639,-0.00032,0.07151,0.0645
task_attr_mod_color_136767,ours_ph_n,blur2,0.25,0.4,0.98258,0.00026,0.12169,0.11903
task_attr_mod_color_136767,ours_ph_n,blur2,0.4,0.55,0.94862,0.00066,0.18722,0.1681
task_attr_mod_color_136767,ours_ph_n,blur2,0.55,0.7,0.87309,0.00355,0.29708,0.20414
task_attr_mod_color_136767,ours_ph_n,blur2,0.7,0.85,0.76015,0.01012,0.44663,0.3128
task_attr_mod_color_136767,ours_ph_n,blur2,0.85,1.05,0.59297,0.00159,0.61752,0.52403
task_attr_mod_color_136767,ours_ph_n,crop_resize0.1,0.0,0.12,0.99938,-0.00035,0.00229,0.00626
task_attr_mod_color_136767,ours_ph_n,crop_resize0.1,0.12,0.25,0.9298,0.00067,0.07151,0.202
task_attr_mod_color_136767,ours_ph_n,crop_resize0.1,0.25,0.4,0.85701,0.00183,0.12169,0.33173
task_attr_mod_color_136767,ours_ph_n,crop_resize0.1,0.4,0.55,0.72848,-0.00416,0.18722,0.52638
task_attr_mod_color_136767,ours_ph_n,crop_resize0.1,0.55,0.7,0.58244,-0.0009,0.29708,0.70943
task_attr_mod_color_136767,ours_ph_n,crop_resize0.1,0.7,0.85,0.42542,0.00308,0.44663,0.89059
task_attr_mod_color_136767,ours_ph_n,crop_resize0.1,0.85,1.05,0.33181,0.0102,0.61752,0.96991
task_attr_mod_color_136767,ours_ph_n,crop_resize0.15,0.0,0.12,0.9989,-0.00014,0.00229,0.00997
task_attr_mod_color_136767,ours_ph_n,crop_resize0.15,0.12,0.25,0.91331,0.00186,0.07151,0.23206
task_attr_mod_color_136767,ours_ph_n,crop_resize0.15,0.25,0.4,0.80807,-0.00089,0.12169,0.41282
task_attr_mod_color_136767,ours_ph_n,crop_resize0.15,0.4,0.55,0.65625,-0.00355,0.18722,0.64027
task_attr_mod_color_136767,ours_ph_n,crop_resize0.15,0.55,0.7,0.51008,-0.01696,0.29708,0.82332
task_attr_mod_color_136767,ours_ph_n,crop_resize0.15,0.7,0.85,0.37798,0.00222,0.44663,0.97068
task_attr_mod_color_136767,ours_ph_n,crop_resize0.15,0.85,1.05,0.31175,-0.00092,0.61752,1.00099
task_attr_mod_color_184837,ours_ph_n,identity,0.0,0.12,1.0,0.0,0.00405,0.00405
task_attr_mod_color_184837,ours_ph_n,identity,0.12,0.25,1.0,0.0,0.09139,0.09139
task_attr_mod_color_184837,ours_ph_n,identity,0.25,0.4,1.0,0.0,0.13206,0.13206
task_attr_mod_color_184837,ours_ph_n,identity,0.4,0.55,1.0,0.0,0.18554,0.18554
task_attr_mod_color_184837,ours_ph_n,identity,0.55,0.7,1.0,0.0,0.27364,0.27364
task_attr_mod_color_184837,ours_ph_n,identity,0.7,0.85,1.0,0.0,0.41092,0.41092
task_attr_mod_color_184837,ours_ph_n,identity,0.85,1.05,1.0,0.0,0.54756,0.54756
task_attr_mod_color_184837,ours_ph_n,jpeg75,0.0,0.12,0.99998,-1e-05,0.00405,0.00516
task_attr_mod_color_184837,ours_ph_n,jpeg75,0.12,0.25,0.99613,-0.00013,0.09139,0.10034
task_attr_mod_color_184837,ours_ph_n,jpeg75,0.25,0.4,0.98924,0.00065,0.13206,0.15013
task_attr_mod_color_184837,ours_ph_n,jpeg75,0.4,0.55,0.96576,9e-05,0.18554,0.23406
task_attr_mod_color_184837,ours_ph_n,jpeg75,0.55,0.7,0.89661,0.00024,0.27364,0.39351
task_attr_mod_color_184837,ours_ph_n,jpeg75,0.7,0.85,0.74482,0.00283,0.41092,0.66058
task_attr_mod_color_184837,ours_ph_n,jpeg75,0.85,1.05,0.51185,0.00877,0.54756,0.96166
task_attr_mod_color_184837,ours_ph_n,jpeg50,0.0,0.12,0.99995,1e-05,0.00405,0.00583
task_attr_mod_color_184837,ours_ph_n,jpeg50,0.12,0.25,0.99362,0.00013,0.09139,0.10628
task_attr_mod_color_184837,ours_ph_n,jpeg50,0.25,0.4,0.98019,-0.00046,0.13206,0.16876
task_attr_mod_color_184837,ours_ph_n,jpeg50,0.4,0.55,0.93437,-0.00269,0.18554,0.28091
task_attr_mod_color_184837,ours_ph_n,jpeg50,0.55,0.7,0.8162,-0.00368,0.27364,0.48509
task_attr_mod_color_184837,ours_ph_n,jpeg50,0.7,0.85,0.60096,-0.0135,0.41092,0.77044
task_attr_mod_color_184837,ours_ph_n,jpeg50,0.85,1.05,0.38701,-0.0016,0.54756,0.98931
task_attr_mod_color_184837,ours_ph_n,jpeg30,0.0,0.12,0.99993,-1e-05,0.00405,0.00654
task_attr_mod_color_184837,ours_ph_n,jpeg30,0.12,0.25,0.99093,-0.00075,0.09139,0.11369
task_attr_mod_color_184837,ours_ph_n,jpeg30,0.25,0.4,0.96921,-0.00047,0.13206,0.19069
task_attr_mod_color_184837,ours_ph_n,jpeg30,0.4,0.55,0.89959,-0.00433,0.18554,0.33386
task_attr_mod_color_184837,ours_ph_n,jpeg30,0.55,0.7,0.74954,-0.00282,0.27364,0.54932
task_attr_mod_color_184837,ours_ph_n,jpeg30,0.7,0.85,0.53748,-0.00943,0.41092,0.79354
task_attr_mod_color_184837,ours_ph_n,jpeg30,0.85,1.05,0.41553,-0.00479,0.54756,0.87217
task_attr_mod_color_184837,ours_ph_n,blur1,0.0,0.12,1.0,1e-05,0.00405,0.00381
task_attr_mod_color_184837,ours_ph_n,blur1,0.12,0.25,0.99935,-7e-05,0.09139,0.08976
task_attr_mod_color_184837,ours_ph_n,blur1,0.25,0.4,0.99701,-0.00012,0.13206,0.13137
task_attr_mod_color_184837,ours_ph_n,blur1,0.4,0.55,0.99095,0.00018,0.18554,0.18217
task_attr_mod_color_184837,ours_ph_n,blur1,0.55,0.7,0.97692,0.00077,0.27364,0.26555
task_attr_mod_color_184837,ours_ph_n,blur1,0.7,0.85,0.94931,0.00155,0.41092,0.39827
task_attr_mod_color_184837,ours_ph_n,blur1,0.85,1.05,0.9251,0.00205,0.54756,0.53911
task_attr_mod_color_184837,ours_ph_n,blur2,0.0,0.12,0.99999,2e-05,0.00405,0.00319
task_attr_mod_color_184837,ours_ph_n,blur2,0.12,0.25,0.99546,-0.00032,0.09139,0.087
task_attr_mod_color_184837,ours_ph_n,blur2,0.25,0.4,0.98263,-0.00093,0.13206,0.13608
task_attr_mod_color_184837,ours_ph_n,blur2,0.4,0.55,0.95227,-0.00087,0.18554,0.1855
task_attr_mod_color_184837,ours_ph_n,blur2,0.55,0.7,0.88731,-0.00343,0.27364,0.21551
task_attr_mod_color_184837,ours_ph_n,blur2,0.7,0.85,0.78245,-0.00453,0.41092,0.30402
task_attr_mod_color_184837,ours_ph_n,blur2,0.85,1.05,0.63269,0.00357,0.54756,0.49242
task_attr_mod_color_184837,ours_ph_n,crop_resize0.1,0.0,0.12,0.99981,0.0001,0.00405,0.00528
task_attr_mod_color_184837,ours_ph_n,crop_resize0.1,0.12,0.25,0.95646,0.0065,0.09139,0.15
task_attr_mod_color_184837,ours_ph_n,crop_resize0.1,0.25,0.4,0.90832,0.00368,0.13206,0.24214
task_attr_mod_color_184837,ours_ph_n,crop_resize0.1,0.4,0.55,0.79668,0.00358,0.18554,0.42463
task_attr_mod_color_184837,ours_ph_n,crop_resize0.1,0.55,0.7,0.66664,-0.00512,0.27364,0.59309
task_attr_mod_color_184837,ours_ph_n,crop_resize0.1,0.7,0.85,0.52167,-0.0122,0.41092,0.75352
task_attr_mod_color_184837,ours_ph_n,crop_resize0.1,0.85,1.05,0.42396,-0.0053,0.54756,0.84173
task_attr_mod_color_184837,ours_ph_n,crop_resize0.15,0.0,0.12,0.99988,6e-05,0.00405,0.00436
task_attr_mod_color_184837,ours_ph_n,crop_resize0.15,0.12,0.25,0.9478,0.00695,0.09139,0.16327
task_attr_mod_color_184837,ours_ph_n,crop_resize0.15,0.25,0.4,0.86221,0.0058,0.13206,0.32331
task_attr_mod_color_184837,ours_ph_n,crop_resize0.15,0.4,0.55,0.70669,-0.00222,0.18554,0.56992
task_attr_mod_color_184837,ours_ph_n,crop_resize0.15,0.55,0.7,0.58417,-0.00646,0.27364,0.72199
task_attr_mod_color_184837,ours_ph_n,crop_resize0.15,0.7,0.85,0.44872,-0.00248,0.41092,0.87183
task_attr_mod_color_184837,ours_ph_n,crop_resize0.15,0.85,1.05,0.3914,-0.00406,0.54756,0.89791
task_attr_mod_color_32648,ours_ph_n,identity,0.0,0.12,1.0,0.0,0.0031,0.0031
task_attr_mod_color_32648,ours_ph_n,identity,0.12,0.25,1.0,0.0,0.08143,0.08143
task_attr_mod_color_32648,ours_ph_n,identity,0.25,0.4,1.0,0.0,0.18492,0.18492
task_attr_mod_color_32648,ours_ph_n,identity,0.4,0.55,1.0,0.0,0.32859,0.32859
task_attr_mod_color_32648,ours_ph_n,identity,0.55,0.7,1.0,0.0,0.46402,0.46402
task_attr_mod_color_32648,ours_ph_n,identity,0.7,0.85,1.0,0.0,0.58177,0.58177
task_attr_mod_color_32648,ours_ph_n,identity,0.85,1.05,1.0,0.0,0.67985,0.67985
task_attr_mod_color_32648,ours_ph_n,jpeg75,0.0,0.12,0.99979,-3e-05,0.0031,0.00957
task_attr_mod_color_32648,ours_ph_n,jpeg75,0.12,0.25,0.94187,-0.00087,0.08143,0.17294
task_attr_mod_color_32648,ours_ph_n,jpeg75,0.25,0.4,0.84381,0.00012,0.18492,0.37927
task_attr_mod_color_32648,ours_ph_n,jpeg75,0.4,0.55,0.69505,0.00793,0.32859,0.62974
task_attr_mod_color_32648,ours_ph_n,jpeg75,0.55,0.7,0.56563,-0.01046,0.46402,0.82026
task_attr_mod_color_32648,ours_ph_n,jpeg75,0.7,0.85,0.41106,-0.01145,0.58177,1.02127
task_attr_mod_color_32648,ours_ph_n,jpeg75,0.85,1.05,0.27396,0.00696,0.67985,1.17093
task_attr_mod_color_32648,ours_ph_n,jpeg50,0.0,0.12,0.99943,-2e-05,0.0031,0.0143
task_attr_mod_color_32648,ours_ph_n,jpeg50,0.12,0.25,0.90696,-0.00198,0.08143,0.22539
task_attr_mod_color_32648,ours_ph_n,jpeg50,0.25,0.4,0.76657,0.00131,0.18492,0.47739
task_attr_mod_color_32648,ours_ph_n,jpeg50,0.4,0.55,0.60937,-0.00435,0.32859,0.71268
task_attr_mod_color_32648,ours_ph_n,jpeg50,0.55,0.7,0.49233,0.00129,0.46402,0.85244
task_attr_mod_color_32648,ours_ph_n,jpeg50,0.7,0.85,0.36593,-0.01706,0.58177,0.98558
task_attr_mod_color_32648,ours_ph_n,jpeg50,0.85,1.05,0.27612,-0.03095,0.67985,1.0761
task_attr_mod_color_32648,ours_ph_n,jpeg30,0.0,0.12,0.99954,0.00017,0.0031,0.0119
task_attr_mod_color_32648,ours_ph_n,jpeg30,0.12,0.25,0.91131,-0.0022,0.08143,0.21315
task_attr_mod_color_32648,ours_ph_n,jpeg30,0.25,0.4,0.77365,-0.00217,0.18492,0.44327
task_attr_mod_color_32648,ours_ph_n,jpeg30,0.4,0.55,0.62315,1e-05,0.32859,0.63909
task_attr_mod_color_32648,ours_ph_n,jpeg30,0.55,0.7,0.51243,0.008,0.46402,0.75304
task_attr_mod_color_32648,ours_ph_n,jpeg30,0.7,0.85,0.40928,0.00095,0.58177,0.84561
task_attr_mod_color_32648,ours_ph_n,jpeg30,0.85,1.05,0.34374,0.00633,0.67985,0.88528
task_attr_mod_color_32648,ours_ph_n,blur1,0.0,0.12,1.0,0.0,0.0031,0.00297
task_attr_mod_color_32648,ours_ph_n,blur1,0.12,0.25,0.99918,-0.00018,0.08143,0.07811
task_attr_mod_color_32648,ours_ph_n,blur1,0.25,0.4,0.99452,-0.00015,0.18492,0.18021
task_attr_mod_color_32648,ours_ph_n,blur1,0.4,0.55,0.98076,-0.00017,0.32859,0.31608
task_attr_mod_color_32648,ours_ph_n,blur1,0.55,0.7,0.95845,-0.0004,0.46402,0.45196
task_attr_mod_color_32648,ours_ph_n,blur1,0.7,0.85,0.93089,-0.00023,0.58177,0.57189
task_attr_mod_color_32648,ours_ph_n,blur1,0.85,1.05,0.91622,-0.0017,0.67985,0.6752
task_attr_mod_color_32648,ours_ph_n,blur2,0.0,0.12,0.99999,1e-05,0.0031,0.00261
task_attr_mod_color_32648,ours_ph_n,blur2,0.12,0.25,0.9942,-0.0005,0.08143,0.07064
task_attr_mod_color_32648,ours_ph_n,blur2,0.25,0.4,0.96277,-0.00015,0.18492,0.17588
task_attr_mod_color_32648,ours_ph_n,blur2,0.4,0.55,0.8797,-0.0013,0.32859,0.29441
task_attr_mod_color_32648,ours_ph_n,blur2,0.55,0.7,0.75098,7e-05,0.46402,0.35948
task_attr_mod_color_32648,ours_ph_n,blur2,0.7,0.85,0.63069,0.00173,0.58177,0.51331
task_attr_mod_color_32648,ours_ph_n,blur2,0.85,1.05,0.52076,0.00209,0.67985,0.6905
task_attr_mod_color_32648,ours_ph_n,crop_resize0.1,0.0,0.12,0.99962,0.00013,0.0031,0.00633
task_attr_mod_color_32648,ours_ph_n,crop_resize0.1,0.12,0.25,0.93085,0.00505,0.08143,0.18254
task_attr_mod_color_32648,ours_ph_n,crop_resize0.1,0.25,0.4,0.81472,-0.00831,0.18492,0.36994
task_attr_mod_color_32648,ours_ph_n,crop_resize0.1,0.4,0.55,0.61928,-0.00658,0.32859,0.63663
task_attr_mod_color_32648,ours_ph_n,crop_resize0.1,0.55,0.7,0.50271,-0.01706,0.46402,0.75809
task_attr_mod_color_32648,ours_ph_n,crop_resize0.1,0.7,0.85,0.40234,-0.0088,0.58177,0.86779
task_attr_mod_color_32648,ours_ph_n,crop_resize0.1,0.85,1.05,0.3447,0.00129,0.67985,0.92726
task_attr_mod_color_32648,ours_ph_n,crop_resize0.15,0.0,0.12,0.9996,0.00018,0.0031,0.00724
task_attr_mod_color_32648,ours_ph_n,crop_resize0.15,0.12,0.25,0.90354,0.00142,0.08143,0.24246
task_attr_mod_color_32648,ours_ph_n,crop_resize0.15,0.25,0.4,0.76274,-0.01636,0.18492,0.46294
task_attr_mod_color_32648,ours_ph_n,crop_resize0.15,0.4,0.55,0.55683,-0.01705,0.32859,0.73878
task_attr_mod_color_32648,ours_ph_n,crop_resize0.15,0.55,0.7,0.45121,-0.0102,0.46402,0.83759
task_attr_mod_color_32648,ours_ph_n,crop_resize0.15,0.7,0.85,0.37097,-0.00298,0.58177,0.92313
task_attr_mod_color_32648,ours_ph_n,crop_resize0.15,0.85,1.05,0.31503,0.01413,0.67985,0.97106
task_attr_mod_color_6205,ours_ph_n,identity,0.0,0.12,1.0,0.0,0.0015,0.0015
task_attr_mod_color_6205,ours_ph_n,identity,0.12,0.25,1.0,0.0,0.07024,0.07024
task_attr_mod_color_6205,ours_ph_n,identity,0.25,0.4,1.0,0.0,0.12529,0.12529
task_attr_mod_color_6205,ours_ph_n,identity,0.4,0.55,1.0,0.0,0.22681,0.22681
task_attr_mod_color_6205,ours_ph_n,identity,0.55,0.7,1.0,0.0,0.3608,0.3608
task_attr_mod_color_6205,ours_ph_n,identity,0.7,0.85,1.0,0.0,0.54604,0.54604
task_attr_mod_color_6205,ours_ph_n,identity,0.85,1.05,1.0,0.0,0.68367,0.68367
task_attr_mod_color_6205,ours_ph_n,jpeg75,0.0,0.12,0.99999,-1e-05,0.0015,0.00264
task_attr_mod_color_6205,ours_ph_n,jpeg75,0.12,0.25,0.98425,0.00015,0.07024,0.1013
task_attr_mod_color_6205,ours_ph_n,jpeg75,0.25,0.4,0.94383,-0.00058,0.12529,0.20619
task_attr_mod_color_6205,ours_ph_n,jpeg75,0.4,0.55,0.84989,0.00314,0.22681,0.39913
task_attr_mod_color_6205,ours_ph_n,jpeg75,0.55,0.7,0.71307,-0.00198,0.3608,0.63045
