image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,2.5,False,0.0,0.35,inf,0,32,16,0.0,1.0,binary,1.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.32432,0.96887,25.086,0.48416,0.07233,0.39112,0.69517,17.623,0.29169,0.23423,0.97255,0.05568,0.88556,0.85988,False,0.837,189.9
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,2.5,False,0.0,0.35,inf,0,32,16,0.0,1.0,binary,1.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.38573,0.94022,24.91,0.40335,0.13641,0.54554,0.45625,10.397,0.16314,0.2883,0.96471,0.05682,0.84504,0.80939,True,0.837,180.4
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,2.5,False,0.0,0.35,inf,0,32,16,0.0,1.0,binary,1.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.44184,0.92847,21.006,0.37994,0.15976,0.61832,0.42931,14.35,0.2251,0.32929,0.73964,0.08906,0.92672,0.87036,False,0.837,179.8
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,2.5,False,0.0,0.35,inf,0,32,16,0.0,1.0,binary,1.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39887,0.97792,33.467,0.40008,0.08521,0.36136,0.65476,13.843,0.63693,0.27316,0.71191,0.02122,0.9227,0.91021,False,0.837,179.3
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,2.5,False,0.0,0.35,inf,0,32,16,0.0,1.0,binary,1.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.32429,0.96578,28.201,0.52251,0.10736,0.45192,0.63483,12.143,0.37854,0.24961,0.94118,0.0389,0.903,0.84446,False,0.837,179.4
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.5,False,0.0,0.35,inf,0,32,16,0.0,1.0,binary,1.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.43542,0.97002,30.529,0.5508,0.04676,0.38209,0.54364,16.721,0.34771,0.21488,0.65954,0.02976,0.90056,0.89119,False,0.837,179.2
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.5,False,0.0,0.35,inf,0,32,16,0.0,1.0,binary,1.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42341,0.86952,18.588,0.30482,0.12705,0.5755,0.30246,14.541,0.12827,0.32271,1.0,0.11765,0.90508,0.83216,True,0.837,179.5
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,2.5,False,0.0,0.35,inf,0,32,16,0.0,1.0,binary,1.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39184,0.96113,24.391,0.41866,0.08281,0.47992,0.62686,16.915,0.22766,0.27529,0.74118,0.06032,0.87467,0.83684,True,0.837,179.6
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,2.5,False,0.0,0.35,inf,0,32,16,0.0,1.0,binary,1.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46278,0.94072,25.342,0.42418,0.11246,0.49039,0.44526,16.167,0.24755,0.34578,0.72549,0.05406,0.88874,0.74077,True,0.837,179.3
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,2.5,False,0.0,0.35,inf,0,32,16,0.0,1.0,binary,1.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39303,0.94333,24.263,0.49989,0.09643,0.60457,0.3831,9.215,0.18405,0.30994,1.0,0.06121,0.74948,0.72231,True,0.837,179.5
task_obj_swap_joint_mask_276754,phase_gain,instruct-pix2pix,Replace the satellite dish with rocket,,2.5,False,0.0,0.35,inf,0,32,16,0.0,1.0,binary,1.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45367,0.83174,21.161,0.2265,0.1707,0.65805,0.50995,12.755,0.0133,0.4225,0.88616,0.08749,0.7908,0.8153,True,0.837,179.5
