image,condition,attacker,instruction,task,radius,unreachable,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,1.3,False,100,7.5,1.5,20260812,False,0.10737,0.97024,28.915,0.58937,0.03437,0.13489,0.90006,22.896,0.43742,0.06734,0.49529,0.03583,124.2
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,1.3,False,100,7.5,1.5,20260812,False,0.19751,0.92005,24.097,0.45051,0.0817,0.2753,0.67567,17.468,0.30303,0.20162,0.60157,0.06239,123.2
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,1.3,False,100,7.5,1.5,20260812,False,0.11091,0.96881,32.214,0.63473,0.07498,0.23215,0.80695,16.102,0.51054,0.14566,0.41806,0.02451,123.6
task_env_weather_133752,phase,instruct-pix2pix,transform the setting to a rainy day,,1.3,False,100,7.5,1.5,20260812,False,0.18349,0.96889,32.83,0.62316,0.03001,0.23156,0.89413,25.967,0.39142,0.05862,0.3132,0.02283,123.4
task_env_weather_246440,phase,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.3,False,100,7.5,1.5,20260812,False,0.24036,0.90115,21.607,0.44144,0.07112,0.3588,0.58884,17.458,0.19266,0.15706,0.74597,0.08311,123.2
task_obj_add_13726,phase,instruct-pix2pix,Add subscribe button,,1.3,False,100,7.5,1.5,20260812,False,0.22827,0.9328,27.41,0.47527,0.0748,0.31415,0.71116,20.698,0.21675,0.16833,0.43605,0.04261,123.3
task_obj_add_40931,phase,instruct-pix2pix,Add the blood on snout,,1.3,False,100,7.5,1.5,20260812,False,0.33607,0.93536,27.626,0.49411,0.05977,0.31467,0.6471,19.107,0.29578,0.19184,0.43165,0.04156,123.8
task_obj_add_692065,phase,instruct-pix2pix,Add monk,,1.3,False,100,7.5,1.5,20260812,False,0.14583,0.95072,27.662,0.62945,0.04688,0.18973,0.86829,23.341,0.45739,0.06462,0.50972,0.04139,123.2
task_obj_remove_257910,phase,instruct-pix2pix,Remove bracelet,,1.3,False,100,7.5,1.5,20260812,False,0.20657,0.97625,34.593,0.68672,0.03685,0.20081,0.87999,25.819,0.44812,0.08763,0.29888,0.01864,123.8
task_obj_remove_509477,phase,instruct-pix2pix,Remove the man with glasses,,1.3,False,100,7.5,1.5,20260812,False,0.24514,0.92822,26.523,0.47638,0.05852,0.25927,0.77344,21.664,0.31628,0.09613,0.55324,0.04719,122.9
task_obj_swap_joint_mask_276754,phase,instruct-pix2pix,Replace the satellite dish with rocket,,1.3,False,100,7.5,1.5,20260812,False,0.41024,0.87978,26.717,0.31809,0.09474,0.1879,0.79945,21.151,0.27747,0.20827,0.45413,0.04615,122.9
task_obj_swap_joint_mask_75733,phase,instruct-pix2pix,Replace the snowy landscape with sea,,1.3,False,100,7.5,1.5,20260812,False,0.26743,0.95881,33.984,0.55708,0.06395,0.34693,0.75611,16.97,0.32567,0.23333,0.2935,0.01999,123.5
task_obj_swap_rand_mask_417469,phase,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,1.3,False,100,7.5,1.5,20260812,False,0.19946,0.94679,28.934,0.5277,0.04295,0.23751,0.76486,21.742,0.36488,0.11737,0.58263,0.03575,121.8
